DrugBank_ID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
DB00862,0.17346403002738953,0.3016308546066284,-0.46760112047195435,-0.05698149651288986,-0.026056500151753426,0.21993054449558258,0.00340000307187438,-0.04247849062085152,-0.2244223654270172,0.06887046247720718,0.07385128736495972,0.2247607707977295,0.2340027093887329,-0.06313089281320572,0.1668827086687088,-0.08761036396026611,-0.23215626180171967,0.12504981458187103,-0.1696849763393402,-0.057230520993471146,0.04300911724567413,0.3423480987548828,-0.027404891327023506,0.09570402652025223,0.05908111110329628,-0.11477436125278473,-0.050592582672834396,-0.27989327907562256,-0.028355207294225693,-0.02606736309826374,0.07344697415828705,0.1216825470328331,0.07524365186691284,-0.1154569536447525,0.08935809135437012,-0.26125243306159973,0.03207864612340927,-0.23629099130630493,-0.17818208038806915,0.16298224031925201,-0.23070961236953735,-0.014707259833812714,-0.1452549397945404,-0.1420115977525711,-0.2773992121219635,-0.1621614247560501,0.16072210669517517,0.01915818080306053,-0.22668711841106415,-0.124687559902668,-0.21409331262111664,0.31389933824539185,-0.26725146174430847,-0.014813379384577274,-0.2007369101047516,0.31192636489868164,0.2529428005218506,-0.18760083615779877,0.03302804380655289,-0.10475817322731018,0.038164205849170685,0.027697235345840454,0.08714078366756439,0.21111136674880981,-0.0684727355837822,-0.10571970045566559,0.29868844151496887,-0.1845451444387436,-0.20900464057922363,0.011858905665576458,0.1161189153790474,0.07714511454105377,0.19876515865325928,-0.03871786966919899,-0.22491075098514557,-0.14510804414749146,-0.031196177005767822,0.17542310059070587,0.3131150007247925,-0.15948553383350372,0.02567046508193016,0.02602897398173809,-0.0931195542216301,-0.10062604397535324,0.04788295179605484,0.041662681847810745,0.03815646842122078,-0.14562125504016876,-0.33972856402397156,-0.17512187361717224,-0.016107305884361267,-0.09703441709280014,0.09153818339109421,0.042323511093854904,0.08739341795444489,-0.355752557516098,-0.15966956317424774,0.20134510099887848,0.07755087316036224,-0.13470333814620972
DB00966,0.1646461933851242,0.3029196262359619,-0.49549102783203125,-0.10022056102752686,-0.018851622939109802,0.221969872713089,-0.0035362564958631992,0.054157502949237823,-0.26431897282600403,0.004613643977791071,0.11082176119089127,0.1981094926595688,0.22988037765026093,-0.11918487399816513,0.16029568016529083,-0.12946820259094238,-0.20872406661510468,0.07594673335552216,-0.16375868022441864,-0.06825040280818939,0.041260235011577606,0.38672998547554016,0.011922566220164299,0.14041239023208618,-0.007605694234371185,-0.20198339223861694,-0.012121115811169147,-0.3297748267650604,-0.03283343464136124,-0.10302453488111496,0.05942923575639725,0.1661132127046585,0.02721765637397766,-0.18127329647541046,0.12631657719612122,-0.2959594130516052,0.04551047086715698,-0.3226401209831238,-0.21590352058410645,0.18160919845104218,-0.2344413846731186,0.0362466461956501,-0.11353393644094467,-0.14697343111038208,-0.2669898569583893,-0.16062816977500916,0.17174533009529114,0.02710072509944439,-0.3059685528278351,-0.19340215623378754,-0.2184804081916809,0.30130669474601746,-0.21090972423553467,-0.06062554195523262,-0.2003055214881897,0.31808432936668396,0.276223748922348,-0.2532319128513336,0.02888168953359127,-0.15204834938049316,0.027481500059366226,0.06285587698221207,0.017327383160591125,0.23585079610347748,-0.09607337415218353,-0.09147213399410248,0.33265042304992676,-0.20298247039318085,-0.19887465238571167,-0.04628625139594078,0.1802615076303482,0.1290077567100525,0.12934313714504242,-0.01357654295861721,-0.1801045686006546,-0.11407200247049332,-0.09407726675271988,0.1946343332529068,0.2866435647010803,-0.15031634271144867,0.009662827476859093,0.10593494772911072,-0.12164697796106339,-0.04491451755166054,0.08424700051546097,0.007304369006305933,-0.005062505137175322,-0.22529616951942444,-0.42976951599121094,-0.18418213725090027,0.0097226332873106,-0.11302892863750458,0.09180492162704468,0.05005563050508499,0.08571076393127441,-0.4006533622741699,-0.13819631934165955,0.20252953469753265,0.04981030896306038,-0.1321018934249878
DB00575,0.17414553463459015,0.3025732934474945,-0.46632757782936096,-0.048366401344537735,-0.02886677347123623,0.23986251652240753,0.007814687676727772,-0.06638317555189133,-0.22979550063610077,0.07090483605861664,0.07249049842357635,0.2274107038974762,0.242059126496315,-0.06136692315340042,0.16460683941841125,-0.07910096645355225,-0.23589234054088593,0.1276724487543106,-0.16884933412075043,-0.0640755370259285,0.045953553169965744,0.3350314795970917,-0.04165305942296982,0.0975494533777237,0.07884969562292099,-0.10680753737688065,-0.0706634446978569,-0.2803352475166321,-0.02491031028330326,-0.0009543480700813234,0.0937003567814827,0.1195332333445549,0.05215824767947197,-0.1294465810060501,0.07244860380887985,-0.262485533952713,0.05631214380264282,-0.2337222397327423,-0.18306781351566315,0.18102379143238068,-0.23290489614009857,-0.03163019195199013,-0.15526306629180908,-0.14958921074867249,-0.26074668765068054,-0.15859588980674744,0.1451106071472168,0.01737564243376255,-0.21648761630058289,-0.13063471019268036,-0.22207209467887878,0.3071340024471283,-0.2767588496208191,-0.0033734701573848724,-0.20820973813533783,0.32617878913879395,0.26150351762771606,-0.17959101498126984,0.041829027235507965,-0.10119607299566269,0.048285238444805145,0.042579930275678635,0.0747070387005806,0.2154177576303482,-0.048025548458099365,-0.10482762008905411,0.2753734886646271,-0.15476050972938538,-0.19798414409160614,0.03421609103679657,0.11304937303066254,0.10325329005718231,0.20544539391994476,-0.056580834090709686,-0.23166786134243011,-0.13150912523269653,-0.03483372554183006,0.1733652800321579,0.32118162512779236,-0.1636195033788681,0.0023585909511893988,0.037367112934589386,-0.09573088586330414,-0.1265259087085724,0.06337041407823563,0.07557403296232224,0.052614957094192505,-0.14492309093475342,-0.32761868834495544,-0.17259429395198822,-0.014817961491644382,-0.1022188663482666,0.06263125687837601,0.04355994611978531,0.10811041295528412,-0.35316380858421326,-0.15868447721004486,0.20657441020011902,0.08609312027692795,-0.1383935660123825
DB00806,0.15971294045448303,0.28191107511520386,-0.4546481966972351,-0.07574804872274399,-0.027281906455755234,0.2009952813386917,0.031384024769067764,-0.004252689424902201,-0.21288219094276428,0.04225904494524002,0.055759984999895096,0.21410410106182098,0.20029020309448242,-0.06383612006902695,0.15311019122600555,-0.108648382127285,-0.22473712265491486,0.1107606291770935,-0.1480272263288498,-0.07151320576667786,0.026386022567749023,0.33229780197143555,-0.026022594422101974,0.08463171124458313,0.02482665330171585,-0.12231458723545074,-0.03416156396269798,-0.25525355339050293,-0.028447672724723816,-0.03716040775179863,0.07067032158374786,0.12705811858177185,0.07122641056776047,-0.13366588950157166,0.09622315317392349,-0.2541927397251129,0.030339738354086876,-0.2207026481628418,-0.16133955121040344,0.1637807935476303,-0.1986781656742096,0.01382592786103487,-0.13935180008411407,-0.1163736954331398,-0.2594558894634247,-0.15046057105064392,0.14775969088077545,0.020150307565927505,-0.2121303379535675,-0.12563839554786682,-0.19393125176429749,0.29611945152282715,-0.2379305362701416,-0.02989952266216278,-0.1815115064382553,0.2987974286079407,0.23510465025901794,-0.1687740981578827,0.009215752594172955,-0.1229570060968399,0.050157345831394196,0.045108143240213394,0.0695836991071701,0.2099948227405548,-0.05688495561480522,-0.10706218332052231,0.3021281063556671,-0.17091584205627441,-0.18492352962493896,-0.007589195854961872,0.14020594954490662,0.08631428331136703,0.1695355325937271,-0.025508800521492958,-0.20997731387615204,-0.14078591763973236,-0.0341443195939064,0.175056591629982,0.28409117460250854,-0.1421954482793808,0.006277131848037243,0.04473868012428284,-0.09206089377403259,-0.06271984428167343,0.0575420968234539,0.032242290675640106,0.016762930899858475,-0.1580049693584442,-0.35724982619285583,-0.17108482122421265,-0.018215587362647057,-0.09117239713668823,0.08284836262464523,0.04440109059214592,0.08153380453586578,-0.33459219336509705,-0.14933589100837708,0.19070400297641754,0.07371364533901215,-0.12794552743434906
DB01242,0.17260487377643585,0.31013616919517517,-0.47759103775024414,-0.05996990203857422,-0.032541707158088684,0.2579369843006134,-0.016969822347164154,-0.04127797111868858,-0.2500825822353363,0.06942006945610046,0.08378022164106369,0.22815938293933868,0.2557232081890106,-0.08064199239015579,0.16478274762630463,-0.09004971385002136,-0.24504989385604858,0.10936874896287918,-0.1719960719347,-0.061465490609407425,0.05418066680431366,0.35634344816207886,-0.015921352431178093,0.11554751545190811,0.06081439554691315,-0.13110913336277008,-0.04254743456840515,-0.3105306923389435,-0.029164571315050125,-0.02946997806429863,0.090040422976017,0.12706726789474487,0.05012509971857071,-0.13978542387485504,0.08726559579372406,-0.27063772082328796,0.0592932254076004,-0.2706201672554016,-0.1944296807050705,0.17083202302455902,-0.2506573498249054,-0.01589708775281906,-0.13454924523830414,-0.176753431558609,-0.27467599511146545,-0.1587335467338562,0.15351316332817078,0.020820800215005875,-0.25875750184059143,-0.1492738425731659,-0.22583985328674316,0.3097400963306427,-0.26146477460861206,-0.016400480642914772,-0.2180800884962082,0.3305666744709015,0.27125003933906555,-0.21847319602966309,0.054102957248687744,-0.10014998912811279,0.03917926922440529,0.02449903078377247,0.05105605348944664,0.230667844414711,-0.07170815020799637,-0.09966623783111572,0.2809528112411499,-0.1757766306400299,-0.21442118287086487,0.008871931582689285,0.12345089763402939,0.10825764387845993,0.19266647100448608,-0.03130161389708519,-0.21217621862888336,-0.1340484470129013,-0.05086112022399902,0.17845577001571655,0.32810908555984497,-0.1656886786222458,0.01848428137600422,0.045388735830783844,-0.1030493900179863,-0.11486821621656418,0.06755686551332474,0.05401764065027237,0.033389296382665634,-0.15799419581890106,-0.355059415102005,-0.1782791018486023,-0.002015714067965746,-0.12312860041856766,0.055309880524873734,0.05393068492412567,0.10099241882562637,-0.3753673732280731,-0.15589787065982819,0.20800720155239105,0.06416556239128113,-0.13395191729068756
DB08893,0.1643979549407959,0.2983207106590271,-0.47746142745018005,-0.07196522504091263,-0.02796793356537819,0.23558185994625092,0.004709549713879824,-0.011113655753433704,-0.23851437866687775,0.04793841391801834,0.08822886645793915,0.22143666446208954,0.23715870082378387,-0.0801616758108139,0.16606254875659943,-0.09594640880823135,-0.23843738436698914,0.10521513968706131,-0.1634807586669922,-0.06384751945734024,0.044647905975580215,0.355727881193161,-0.011312304064631462,0.10741166025400162,0.05260047689080238,-0.14505694806575775,-0.04393652081489563,-0.29803380370140076,-0.030754810199141502,-0.046499159187078476,0.0753478929400444,0.13339422643184662,0.04697837680578232,-0.14369408786296844,0.09125829488039017,-0.2674035131931305,0.051780782639980316,-0.26765650510787964,-0.19340728223323822,0.17193147540092468,-0.23897004127502441,-0.0033032179344445467,-0.1357419639825821,-0.1549205780029297,-0.26963549852371216,-0.1595381498336792,0.1526256948709488,0.02051648125052452,-0.25701186060905457,-0.1512889415025711,-0.21639384329319,0.30372166633605957,-0.24223850667476654,-0.020647238940000534,-0.2068033665418625,0.3167946934700012,0.2633342444896698,-0.21114325523376465,0.036348167806863785,-0.1126323863863945,0.04248697683215141,0.04581032320857048,0.05076213553547859,0.2308354675769806,-0.07515798509120941,-0.10025166720151901,0.30214110016822815,-0.1817941665649414,-0.2033061981201172,-0.009625143371522427,0.13246014714241028,0.10762127488851547,0.1768801510334015,-0.019460279494524002,-0.2121511846780777,-0.1253494918346405,-0.05164162069559097,0.17834898829460144,0.3105018138885498,-0.15962019562721252,0.018244517967104912,0.06251306086778641,-0.10522644221782684,-0.09359470754861832,0.07045848667621613,0.04294417425990105,0.028125477954745293,-0.16882993280887604,-0.3650408387184143,-0.179237499833107,-0.0066867852583527565,-0.11303478479385376,0.07237868756055832,0.05657263845205307,0.09162189811468124,-0.3647259771823883,-0.14216996729373932,0.1983647644519806,0.065060093998909,-0.13658764958381653
DB01151,0.1724465787410736,0.31183022260665894,-0.48781052231788635,-0.0701783150434494,-0.030425667762756348,0.2591513693332672,-0.011787409894168377,-0.026111379265785217,-0.2549077868461609,0.061405979096889496,0.09073945134878159,0.22838830947875977,0.2550888657569885,-0.08249539136886597,0.1686193197965622,-0.09642012417316437,-0.24896037578582764,0.10531793534755707,-0.17378321290016174,-0.06445758044719696,0.05080411583185196,0.364725261926651,-0.010174183174967766,0.11581005156040192,0.054853182286024094,-0.14684687554836273,-0.036617983132600784,-0.3146067261695862,-0.03152352198958397,-0.039497010409832,0.08481904119253159,0.1307162344455719,0.04660015180706978,-0.1474219262599945,0.09160709381103516,-0.27345600724220276,0.06097119301557541,-0.27948784828186035,-0.1991366297006607,0.17323149740695953,-0.2524016499519348,-0.008051929995417595,-0.13158461451530457,-0.17609159648418427,-0.2753325402736664,-0.16187983751296997,0.15424509346485138,0.016813840717077255,-0.2681431770324707,-0.159136563539505,-0.22556328773498535,0.3090488612651825,-0.25617101788520813,-0.023341234773397446,-0.21908354759216309,0.33114093542099,0.27500206232070923,-0.22708407044410706,0.051546502858400345,-0.10655204206705093,0.041589345782995224,0.03423451632261276,0.04659292846918106,0.23719529807567596,-0.07902853935956955,-0.10010997205972672,0.29239559173583984,-0.18149320781230927,-0.213700532913208,-0.0016296623507514596,0.13216844201087952,0.11259348690509796,0.18514245748519897,-0.023304665461182594,-0.21161672472953796,-0.13246436417102814,-0.05770505219697952,0.18105889856815338,0.3257565498352051,-0.16514377295970917,0.018112787976861,0.05786599591374397,-0.10629187524318695,-0.10507810115814209,0.07456652075052261,0.04976402968168259,0.028453510254621506,-0.16948828101158142,-0.37083762884140015,-0.18376877903938293,-0.0002204125776188448,-0.12451280653476715,0.05931933969259262,0.054329000413417816,0.09980791062116623,-0.38026756048202515,-0.14891257882118225,0.20594754815101624,0.06302909553050995,-0.13406281173229218
DB08883,0.1556653380393982,0.30124014616012573,-0.48909106850624084,-0.12034041434526443,-0.020483987405896187,0.23028936982154846,0.025924572721123695,0.0800330713391304,-0.2726859152317047,-0.003499202663078904,0.11770181357860565,0.19128979742527008,0.22887039184570312,-0.11432839930057526,0.1517711579799652,-0.1398000568151474,-0.20750032365322113,0.07881246507167816,-0.16701562702655792,-0.06639216095209122,0.03054424375295639,0.38599488139152527,0.02109214849770069,0.14173009991645813,-0.014188684523105621,-0.22506040334701538,-0.014587553218007088,-0.3240683376789093,-0.032188501209020615,-0.11682841181755066,0.056924041360616684,0.16902567446231842,0.010347921401262283,-0.19952723383903503,0.11832339316606522,-0.29271215200424194,0.05473653972148895,-0.32888263463974,-0.21702057123184204,0.1784837394952774,-0.2302672415971756,0.045446522533893585,-0.11492868512868881,-0.13759414851665497,-0.2602062225341797,-0.14566275477409363,0.1624382585287094,0.005910790525376797,-0.3052098751068115,-0.2089235484600067,-0.215731680393219,0.2896062433719635,-0.18404121696949005,-0.06672674417495728,-0.18604408204555511,0.31596678495407104,0.2790009081363678,-0.2540665566921234,0.02878677099943161,-0.15270139276981354,0.03333010897040367,0.08706381916999817,0.003211973002180457,0.24870292842388153,-0.09242448955774307,-0.09107063710689545,0.3349268436431885,-0.19647563993930817,-0.18941658735275269,-0.05258620157837868,0.1887068748474121,0.13666564226150513,0.12280022352933884,-0.003015855560079217,-0.17843112349510193,-0.09195737540721893,-0.10369396954774857,0.19457651674747467,0.28003162145614624,-0.15105187892913818,0.010556090623140335,0.12794142961502075,-0.11817639321088791,-0.03991817682981491,0.0923137217760086,0.012594957835972309,-0.015655014663934708,-0.24039487540721893,-0.44759657979011536,-0.1871509850025177,0.009206311777234077,-0.11231490969657898,0.0833684504032135,0.059053611010313034,0.08034288138151169,-0.39978528022766113,-0.12040359526872635,0.18917207419872284,0.04613964632153511,-0.13175998628139496
DB01235,0.16092491149902344,0.28723403811454773,-0.44328927993774414,-0.057137396186590195,-0.025587571784853935,0.2296471893787384,-0.011900029145181179,-0.02351478673517704,-0.2213374525308609,0.0698777511715889,0.07232186943292618,0.21249449253082275,0.22997644543647766,-0.05547415092587471,0.14917366206645966,-0.10461065918207169,-0.22179971635341644,0.11213266104459763,-0.15445300936698914,-0.046458933502435684,0.03543182462453842,0.32029056549072266,-0.01690663769841194,0.09843277931213379,0.07058805972337723,-0.10193821042776108,-0.06788312643766403,-0.2713445723056793,-0.017272787168622017,-0.022177984938025475,0.07605600357055664,0.11071604490280151,0.047902341932058334,-0.11706464737653732,0.07418685406446457,-0.24864424765110016,0.04773324355483055,-0.22034688293933868,-0.17790426313877106,0.14840444922447205,-0.23442845046520233,-0.020054059103131294,-0.14028753340244293,-0.14392367005348206,-0.25702664256095886,-0.1472632735967636,0.15589287877082825,0.01671888493001461,-0.21373067796230316,-0.12428755313158035,-0.20499204099178314,0.2928716242313385,-0.24389877915382385,0.004141762387007475,-0.19012054800987244,0.30016013979911804,0.25428563356399536,-0.18923592567443848,0.02939901314675808,-0.09313742816448212,0.037094973027706146,0.036804087460041046,0.06824980676174164,0.21213844418525696,-0.05509304627776146,-0.09508317708969116,0.26482799649238586,-0.16018447279930115,-0.1923421174287796,0.024819185957312584,0.0994199737906456,0.08076225221157074,0.19528938829898834,-0.029750704765319824,-0.2040587216615677,-0.11942364275455475,-0.03031177446246147,0.16363337635993958,0.2996373772621155,-0.16182731091976166,0.020206371322274208,0.03029618225991726,-0.08981318771839142,-0.11168638616800308,0.04608822986483574,0.04371342808008194,0.03368246927857399,-0.12049687653779984,-0.31904929876327515,-0.17458394169807434,-0.0027493799570947886,-0.10439550876617432,0.07709173113107681,0.05847513675689697,0.08049636334180832,-0.34594276547431946,-0.14364030957221985,0.19255682826042175,0.0607043020427227,-0.1326475888490677
DB01275,0.1616465449333191,0.28675687313079834,-0.4916916787624359,-0.10881229490041733,-0.021553151309490204,0.19860780239105225,0.04623466357588768,0.08831494301557541,-0.2446223944425583,-0.024548852816224098,0.1121845617890358,0.1904938817024231,0.212580144405365,-0.14310936629772186,0.17356882989406586,-0.1207786500453949,-0.2165275365114212,0.0717402771115303,-0.1472533941268921,-0.08133210986852646,0.03343477100133896,0.38401392102241516,-0.001260317862033844,0.13731649518013,-0.02999546192586422,-0.22718621790409088,-0.013161170296370983,-0.3220725357532501,-0.03790672868490219,-0.12383667379617691,0.0486261285841465,0.1665784865617752,0.02262783795595169,-0.19503997266292572,0.1376621425151825,-0.30350470542907715,0.03486116603016853,-0.32900431752204895,-0.21331751346588135,0.1914798468351364,-0.21144209802150726,0.04992322251200676,-0.10490679740905762,-0.13436616957187653,-0.2611841857433319,-0.14983130991458893,0.15300823748111725,0.04563295468688011,-0.3093879520893097,-0.19135302305221558,-0.21708302199840546,0.27815088629722595,-0.18155820667743683,-0.07294978946447372,-0.19931267201900482,0.30566921830177307,0.25793877243995667,-0.24901394546031952,0.033285483717918396,-0.17498914897441864,0.05300234258174896,0.08585142344236374,0.008383558131754398,0.2285660058259964,-0.10757634788751602,-0.08660537004470825,0.3447742462158203,-0.1987903118133545,-0.18470798432826996,-0.06301962584257126,0.2098476141691208,0.14004239439964294,0.09806493669748306,-0.010715954005718231,-0.19973403215408325,-0.09519556909799576,-0.10534460097551346,0.19041414558887482,0.26176705956459045,-0.1268644481897354,0.01145078707486391,0.13857673108577728,-0.1318749338388443,-0.02357294224202633,0.09873232990503311,-0.005787541624158621,-0.0016841007163748145,-0.2533749043941498,-0.4217431843280792,-0.1552274227142334,-0.0005338660557754338,-0.10643940418958664,0.07723350077867508,0.05859324708580971,0.09305521100759506,-0.37877652049064636,-0.12797307968139648,0.19654209911823273,0.05421265587210655,-0.1320400983095169
